id_client,region,age,genre,niveau_education,activite,revenu_mensuel_ghs,montant_credit_ghs,duree_mois,historique_remboursement,zone_rurale,nbr_dependants,garantie_type,defaut_paiement
GH002775,Greater Accra,24,F,Secondaire,Pêche,2730,5000,18,Moyen,1,6,Garant,0
GH002776,Central,55,M,Primaire,Artisanat,1530,6300,12,Excellent,1,4,Aucune,0
GH002777,Northern,25,F,Superieur,Commerce,720,1000,18,Mauvais,1,4,Bien immobilier,0
GH002778,Ashanti,45,F,Superieur,Restauration,440,2100,12,Bon,1,5,Épargne,0
GH002779,Northern,23,F,Primaire,Pêche,200,2400,18,Premier,0,2,Épargne,0
GH002780,Greater Accra,58,M,Primaire,Restauration,580,2500,6,Bon,0,1,Garant,0
GH002781,Greater Accra,58,M,Aucun,Artisanat,510,1400,6,Moyen,0,1,Épargne,0
GH002782,Volta,54,F,Superieur,Agriculture,910,5700,18,Bon,0,7,Garant,0
GH002783,Central,20,M,Secondaire,Agriculture,590,500,24,Excellent,0,3,Garant,0
GH002784,Eastern,43,F,Primaire,Services,510,1200,18,Bon,1,4,Épargne,0
GH002785,Greater Accra,55,M,Primaire,Commerce,200,2700,18,Excellent,0,2,Bien immobilier,0
GH002786,Central,25,F,Superieur,Transport,310,2700,24,Bon,1,5,Bien immobilier,0
GH002787,Northern,60,M,Secondaire,Transport,970,6100,12,Moyen,1,6,Épargne,0
GH002788,Northern,63,F,Primaire,Services,2620,5300,6,Excellent,1,4,Aucune,0
GH002789,Northern,50,M,Primaire,Commerce,620,1400,24,Bon,0,6,Garant,0
GH002790,Volta,39,F,Aucun,Pêche,860,5800,24,Bon,1,5,Garant,0
GH002791,Northern,43,M,Aucun,Agriculture,1430,1000,12,Bon,1,5,Garant,1
GH002792,Northern,44,F,Secondaire,Artisanat,350,4200,12,Excellent,0,2,Bien immobilier,0
GH002793,Western,55,F,Secondaire,Services,890,9200,24,Bon,1,6,Bien immobilier,0
GH002794,Greater Accra,40,M,Primaire,Restauration,370,5400,18,Bon,0,6,Épargne,0
GH002795,Volta,49,F,Secondaire,Services,1330,2000,6,Bon,0,1,Aucune,0
GH002796,Greater Accra,43,F,Aucun,Restauration,750,1300,6,Bon,0,1,Aucune,0
GH002797,Eastern,63,M,Superieur,Agriculture,840,500,36,Excellent,0,3,Garant,0
GH002798,Volta,61,F,Primaire,Services,360,2400,6,Premier,1,5,Épargne,0
GH002799,Eastern,49,F,Aucun,Agriculture,1170,700,12,Premier,0,6,Garant,0
GH002800,Volta,41,M,Primaire,Restauration,3530,900,12,Moyen,0,5,Épargne,0
GH002801,Western,47,M,Aucun,Pêche,300,600,12,Bon,1,2,Garant,0
GH002802,Greater Accra,26,F,Primaire,Restauration,510,1200,12,Moyen,1,5,Épargne,0
GH002803,Volta,54,F,Primaire,Commerce,800,1800,12,Moyen,0,1,Bien immobilier,0
GH002804,Eastern,47,F,Secondaire,Services,1250,2300,12,Bon,1,6,Épargne,0
GH002805,Volta,33,F,Primaire,Artisanat,430,1100,24,Bon,0,0,Garant,0
GH002806,Central,29,M,Primaire,Services,200,4700,12,Excellent,1,7,Garant,0
GH002807,Northern,35,M,Superieur,Agriculture,1970,1500,12,Excellent,1,1,Bien immobilier,0
GH002808,Northern,35,F,Primaire,Transport,1220,900,12,Moyen,0,4,Garant,1
GH002809,Greater Accra,50,F,Secondaire,Services,200,2200,6,Mauvais,0,5,Garant,0
GH002810,Northern,61,M,Primaire,Agriculture,410,10600,6,Bon,1,5,Garant,0
GH002811,Northern,44,F,Primaire,Pêche,2330,2400,18,Excellent,0,5,Garant,0
GH002812,Central,32,F,Primaire,Commerce,2120,1300,6,Excellent,0,2,Épargne,0
GH002813,Ashanti,25,F,Primaire,Services,1410,500,12,Bon,0,5,Aucune,0
GH002814,Western,63,M,Superieur,Restauration,580,1500,24,Excellent,0,0,Épargne,0
GH002815,Eastern,28,M,Aucun,Commerce,710,2200,12,Bon,0,5,Bien immobilier,0
GH002816,Ashanti,64,F,Secondaire,Commerce,600,1300,12,Excellent,0,1,Garant,0
GH002817,Eastern,55,F,Secondaire,Pêche,1640,500,24,Moyen,0,1,Épargne,0
GH002818,Ashanti,62,M,Aucun,Pêche,330,800,24,Moyen,1,6,Aucune,0
GH002819,Northern,39,F,Secondaire,Transport,350,6700,24,Premier,1,2,Épargne,0
GH002820,Eastern,37,M,Primaire,Restauration,1490,6600,18,Moyen,0,0,Bien immobilier,0
GH002821,Western,62,M,Secondaire,Transport,640,800,36,Excellent,0,2,Aucune,0
GH002822,Greater Accra,40,M,Secondaire,Restauration,2000,3300,24,Moyen,0,1,Garant,1
GH002823,Central,23,M,Primaire,Artisanat,390,600,12,Excellent,1,6,Garant,0
GH002824,Ashanti,52,F,Primaire,Commerce,640,6400,18,Bon,1,3,Épargne,0
GH002825,Central,46,F,Primaire,Restauration,320,2300,6,Excellent,1,2,Garant,0
GH002826,Central,26,M,Primaire,Pêche,670,4300,18,Excellent,0,5,Épargne,0
GH002827,Eastern,25,F,Aucun,Artisanat,200,500,12,Bon,1,1,Bien immobilier,0
GH002828,Greater Accra,34,F,Superieur,Transport,450,3300,12,Excellent,1,7,Épargne,0
GH002829,Eastern,37,M,Primaire,Artisanat,210,1800,6,Bon,0,2,Aucune,0
GH002830,Central,51,F,Aucun,Pêche,1160,3900,12,Bon,1,1,Épargne,0
GH002831,Northern,30,F,Aucun,Restauration,1180,4100,12,Moyen,0,6,Épargne,0
GH002832,Volta,39,F,Primaire,Pêche,200,1900,18,Bon,0,2,Garant,0
GH002833,Western,43,F,Aucun,Restauration,1930,1100,12,Bon,0,1,Garant,0
GH002834,Greater Accra,34,M,Primaire,Pêche,4900,3600,18,Moyen,0,0,Épargne,0
GH002835,Greater Accra,26,M,Aucun,Pêche,690,1700,12,Excellent,1,6,Garant,0
GH002836,Northern,40,F,Aucun,Agriculture,400,800,18,Mauvais,1,7,Bien immobilier,0
GH002837,Central,61,F,Secondaire,Restauration,6370,800,12,Mauvais,0,4,Épargne,0
GH002838,Eastern,45,M,Superieur,Commerce,230,500,24,Premier,0,4,Épargne,0
GH002839,Northern,63,M,Primaire,Agriculture,680,1100,18,Bon,0,6,Épargne,0
GH002840,Western,33,F,Secondaire,Agriculture,770,4900,24,Bon,1,7,Épargne,0
GH002841,Ashanti,56,M,Aucun,Agriculture,1950,2100,12,Moyen,0,2,Épargne,0
GH002842,Eastern,40,M,Secondaire,Agriculture,890,1100,12,Excellent,1,5,Bien immobilier,0
GH002843,Greater Accra,37,M,Aucun,Commerce,450,3700,6,Excellent,1,1,Garant,0
GH002844,Northern,24,M,Secondaire,Agriculture,310,900,12,Bon,1,4,Garant,0
GH002845,Eastern,22,M,Superieur,Transport,510,2000,12,Moyen,0,7,Épargne,0
GH002846,Ashanti,42,F,Secondaire,Commerce,300,1500,24,Excellent,0,7,Épargne,0
GH002847,Volta,45,M,Secondaire,Transport,690,3600,18,Moyen,0,4,Épargne,0
GH002848,Volta,56,F,Secondaire,Commerce,420,500,12,Bon,0,6,Aucune,0
GH002849,Western,43,F,Primaire,Transport,200,800,18,Moyen,1,2,Garant,0
GH002850,Volta,38,F,Secondaire,Agriculture,1820,500,6,Bon,0,5,Garant,0
GH002851,Volta,44,F,Primaire,Artisanat,450,1400,12,Excellent,0,2,Épargne,0
GH002852,Northern,40,F,Aucun,Commerce,240,5400,18,Excellent,0,2,Bien immobilier,0
GH002853,Western,31,M,Primaire,Agriculture,580,1100,18,Excellent,1,3,Bien immobilier,1
GH002854,Ashanti,60,M,Secondaire,Services,700,1100,18,Excellent,0,0,Épargne,0
GH002855,Ashanti,52,M,Aucun,Services,200,4000,12,Bon,1,6,Garant,0
GH002856,Volta,23,M,Secondaire,Pêche,870,4700,12,Premier,1,0,Garant,0
GH002857,Central,61,F,Secondaire,Pêche,290,1700,24,Moyen,1,7,Garant,0
GH002858,Greater Accra,26,F,Primaire,Restauration,2610,3300,36,Mauvais,1,0,Aucune,1
GH002859,Central,41,F,Primaire,Services,1010,700,12,Premier,0,1,Bien immobilier,0
GH002860,Eastern,52,F,Superieur,Commerce,480,6200,18,Bon,0,1,Aucune,0
GH002861,Ashanti,36,F,Superieur,Services,370,12500,12,Excellent,1,0,Garant,0
GH002862,Central,43,M,Primaire,Commerce,610,2900,12,Premier,1,6,Bien immobilier,0
GH002863,Greater Accra,53,F,Primaire,Transport,1090,500,18,Moyen,0,6,Garant,0
GH002864,Greater Accra,47,F,Aucun,Pêche,650,1100,12,Premier,0,2,Garant,0
GH002865,Ashanti,62,M,Aucun,Commerce,560,3100,24,Moyen,0,3,Épargne,0
GH002866,Northern,60,F,Primaire,Services,700,1200,18,Moyen,1,0,Épargne,0
GH002867,Central,58,F,Superieur,Commerce,410,5700,18,Mauvais,1,5,Épargne,0
GH002868,Western,41,F,Superieur,Pêche,510,3100,6,Moyen,0,2,Épargne,0
GH002869,Ashanti,36,F,Secondaire,Agriculture,200,1000,18,Bon,0,4,Bien immobilier,0
GH002870,Volta,53,F,Primaire,Transport,1450,1900,36,Bon,0,3,Garant,0
GH002871,Eastern,25,M,Aucun,Pêche,840,800,12,Mauvais,1,1,Garant,0
GH002872,Central,25,F,Secondaire,Artisanat,360,1500,12,Moyen,1,7,Épargne,0
GH002873,Central,53,F,Secondaire,Services,3040,1100,36,Bon,1,6,Épargne,0
GH002874,Ashanti,20,F,Primaire,Services,710,5200,12,Bon,1,4,Aucune,0
GH002875,Northern,29,F,Secondaire,Pêche,290,12100,12,Moyen,0,4,Épargne,0
GH002876,Central,40,F,Secondaire,Transport,1320,500,6,Excellent,1,7,Épargne,0
GH002877,Central,24,M,Secondaire,Pêche,910,500,6,Excellent,1,5,Garant,0
GH002878,Eastern,21,F,Secondaire,Transport,910,1500,12,Bon,0,5,Épargne,0
GH002879,Northern,41,F,Secondaire,Services,470,500,12,Mauvais,1,7,Garant,0
GH002880,Eastern,21,F,Aucun,Agriculture,950,1900,18,Bon,0,6,Épargne,0
GH002881,Western,29,F,Secondaire,Pêche,540,3500,18,Bon,1,5,Garant,0
GH002882,Eastern,53,F,Primaire,Pêche,1040,6900,18,Mauvais,1,4,Garant,0
GH002883,Volta,35,M,Primaire,Agriculture,200,2200,12,Bon,0,7,Aucune,0
GH002884,Western,58,F,Aucun,Services,470,1500,24,Excellent,1,2,Garant,0
GH002885,Eastern,41,F,Primaire,Pêche,2640,500,24,Premier,1,0,Bien immobilier,1
GH002886,Western,31,F,Superieur,Agriculture,360,1900,12,Moyen,1,4,Épargne,0
GH002887,Northern,43,M,Primaire,Artisanat,410,1900,6,Excellent,0,0,Épargne,0
GH002888,Eastern,59,F,Superieur,Agriculture,460,3200,12,Mauvais,1,4,Garant,0
GH002889,Eastern,57,F,Primaire,Commerce,250,1000,6,Moyen,0,2,Garant,0
GH002890,Ashanti,29,F,Primaire,Commerce,200,1200,24,Mauvais,0,0,Aucune,0
GH002891,Eastern,54,F,Secondaire,Transport,550,500,12,Bon,0,7,Bien immobilier,0
GH002892,Western,51,F,Primaire,Agriculture,740,500,12,Bon,0,7,Épargne,0
GH002893,Ashanti,26,M,Secondaire,Pêche,640,700,6,Moyen,1,7,Épargne,0
GH002894,Western,40,F,Primaire,Restauration,590,500,18,Bon,0,1,Garant,0
GH002895,Eastern,39,M,Secondaire,Services,690,2400,6,Excellent,0,3,Épargne,0
GH002896,Eastern,45,M,Primaire,Services,1510,1100,18,Excellent,0,7,Bien immobilier,0
GH002897,Western,23,M,Secondaire,Restauration,570,1100,36,Bon,0,4,Garant,0
GH002898,Northern,41,F,Primaire,Artisanat,420,700,12,Bon,0,4,Épargne,0
GH002899,Northern,34,M,Secondaire,Artisanat,530,500,12,Excellent,1,2,Épargne,0
GH002900,Volta,59,M,Secondaire,Restauration,1060,7000,12,Moyen,1,6,Bien immobilier,0
GH002901,Northern,40,M,Primaire,Restauration,2060,700,18,Bon,1,3,Aucune,0
GH002902,Central,34,F,Primaire,Agriculture,400,1200,12,Bon,1,7,Aucune,0
GH002903,Ashanti,41,F,Secondaire,Restauration,720,500,24,Moyen,1,6,Bien immobilier,0
GH002904,Ashanti,47,M,Superieur,Commerce,870,4300,12,Bon,1,5,Épargne,0
GH002905,Northern,33,F,Aucun,Artisanat,300,2100,6,Moyen,1,7,Garant,0
GH002906,Eastern,46,M,Secondaire,Services,680,900,12,Excellent,0,7,Garant,0
GH002907,Ashanti,60,M,Secondaire,Transport,210,1300,6,Excellent,1,0,Épargne,0
GH002908,Western,59,M,Secondaire,Services,200,8200,18,Bon,0,4,Garant,0
GH002909,Eastern,47,M,Superieur,Artisanat,890,1700,12,Premier,0,7,Garant,0
GH002910,Ashanti,45,F,Secondaire,Services,490,1500,24,Bon,1,1,Aucune,0
GH002911,Greater Accra,21,M,Secondaire,Commerce,780,800,12,Moyen,0,5,Garant,0
GH002912,Ashanti,44,F,Secondaire,Artisanat,660,500,18,Excellent,0,6,Bien immobilier,0
GH002913,Northern,22,F,Primaire,Restauration,300,1600,12,Bon,1,5,Garant,0
GH002914,Western,27,M,Secondaire,Artisanat,640,2400,6,Excellent,0,1,Bien immobilier,0
GH002915,Ashanti,63,M,Superieur,Commerce,250,4900,18,Mauvais,0,2,Garant,0
GH002916,Volta,52,F,Secondaire,Artisanat,2020,500,12,Bon,1,5,Garant,0
GH002917,Central,61,M,Primaire,Transport,220,700,12,Excellent,0,6,Garant,0
GH002918,Northern,54,M,Primaire,Transport,570,1100,12,Moyen,0,4,Bien immobilier,0
GH002919,Volta,25,M,Secondaire,Transport,290,1800,12,Excellent,1,2,Aucune,0
GH002920,Volta,58,F,Secondaire,Services,1050,1600,18,Excellent,1,3,Garant,0
GH002921,Central,42,F,Primaire,Transport,510,1600,24,Excellent,0,1,Bien immobilier,0
GH002922,Eastern,44,M,Primaire,Restauration,440,2600,12,Premier,0,1,Bien immobilier,0
GH002923,Central,62,M,Secondaire,Transport,1320,800,24,Excellent,1,2,Bien immobilier,0
GH002924,Western,38,M,Secondaire,Transport,680,4200,24,Premier,0,3,Garant,0
GH002925,Greater Accra,24,M,Secondaire,Agriculture,1010,2700,12,Excellent,1,5,Bien immobilier,0
GH002926,Greater Accra,30,F,Superieur,Transport,300,1400,12,Excellent,0,0,Bien immobilier,0
GH002927,Eastern,31,F,Primaire,Restauration,220,7600,12,Mauvais,1,6,Bien immobilier,0
GH002928,Eastern,29,M,Superieur,Transport,720,7300,12,Bon,0,3,Garant,0
GH002929,Central,27,M,Secondaire,Artisanat,520,4200,12,Bon,1,2,Épargne,0
GH002930,Volta,43,M,Superieur,Transport,1100,500,12,Bon,0,5,Épargne,0
GH002931,Western,47,M,Primaire,Pêche,620,7500,12,Bon,0,5,Aucune,0
GH002932,Central,60,F,Primaire,Artisanat,780,3700,18,Moyen,0,5,Aucune,0
GH002933,Western,55,M,Secondaire,Services,200,11000,6,Moyen,0,2,Épargne,0
GH002934,Western,56,M,Superieur,Transport,3010,5500,18,Excellent,1,3,Épargne,0
GH002935,Greater Accra,40,M,Secondaire,Transport,580,7500,24,Premier,1,2,Garant,0
GH002936,Volta,27,F,Secondaire,Artisanat,1160,4000,18,Bon,1,1,Garant,0
GH002937,Western,28,F,Primaire,Commerce,340,6100,12,Excellent,1,2,Épargne,0
GH002938,Ashanti,34,M,Secondaire,Pêche,850,10900,6,Bon,0,0,Garant,0
GH002939,Western,59,F,Secondaire,Commerce,230,2200,12,Mauvais,0,7,Épargne,0
GH002940,Greater Accra,37,M,Secondaire,Transport,950,500,36,Bon,0,1,Garant,0
GH002941,Northern,61,F,Secondaire,Commerce,500,1400,24,Bon,1,6,Garant,1
GH002942,Central,39,F,Aucun,Restauration,680,2600,18,Premier,0,4,Garant,0
GH002943,Western,25,F,Secondaire,Agriculture,1160,1900,6,Moyen,1,1,Bien immobilier,1
GH002944,Ashanti,31,F,Primaire,Artisanat,250,600,18,Moyen,1,6,Aucune,0
GH002945,Eastern,21,F,Superieur,Pêche,380,500,24,Excellent,1,1,Garant,0
GH002946,Central,26,M,Secondaire,Artisanat,960,900,24,Moyen,0,7,Garant,0
GH002947,Eastern,35,F,Secondaire,Commerce,3560,3700,18,Bon,1,1,Bien immobilier,0
GH002948,Ashanti,22,F,Superieur,Services,600,7500,12,Premier,0,5,Épargne,0
GH002949,Greater Accra,64,F,Aucun,Agriculture,1070,4100,18,Excellent,1,3,Aucune,0
GH002950,Northern,22,M,Primaire,Commerce,610,4700,24,Bon,1,6,Aucune,0
GH002951,Volta,46,M,Secondaire,Artisanat,3150,1700,18,Excellent,0,4,Épargne,0
GH002952,Greater Accra,62,M,Primaire,Restauration,200,500,12,Bon,0,0,Épargne,0
GH002953,Northern,59,F,Primaire,Artisanat,720,1200,18,Excellent,0,7,Bien immobilier,0
GH002954,Volta,57,F,Superieur,Commerce,200,1400,24,Mauvais,1,1,Épargne,0
GH002955,Central,52,M,Secondaire,Pêche,200,1200,18,Premier,0,6,Bien immobilier,0
GH002956,Western,47,F,Aucun,Services,840,1900,12,Moyen,1,6,Bien immobilier,0
GH002957,Western,20,F,Primaire,Pêche,740,2700,18,Excellent,0,3,Garant,0
GH002958,Eastern,27,M,Aucun,Pêche,530,3900,18,Bon,1,2,Épargne,0
GH002959,Greater Accra,56,M,Secondaire,Services,610,1400,6,Premier,0,4,Aucune,0
GH002960,Western,51,F,Primaire,Pêche,7930,500,18,Excellent,0,6,Garant,0
GH002961,Northern,62,F,Superieur,Pêche,540,1200,12,Bon,1,5,Épargne,0
GH002962,Volta,56,M,Secondaire,Transport,1000,1900,24,Bon,1,6,Aucune,1
GH002963,Western,23,M,Aucun,Agriculture,400,5400,36,Premier,0,7,Garant,0
GH002964,Greater Accra,49,F,Primaire,Agriculture,840,1100,12,Bon,1,7,Bien immobilier,0
GH002965,Greater Accra,25,F,Secondaire,Restauration,550,2900,36,Excellent,0,0,Épargne,0
GH002966,Ashanti,38,F,Primaire,Pêche,480,2300,12,Moyen,1,4,Épargne,0
GH002967,Volta,51,F,Secondaire,Commerce,2850,1900,18,Bon,0,0,Garant,0
GH002968,Eastern,28,F,Superieur,Commerce,1710,4200,6,Moyen,0,0,Garant,0
GH002969,Volta,31,M,Primaire,Artisanat,740,1000,6,Excellent,0,2,Épargne,0
GH002970,Greater Accra,30,F,Primaire,Pêche,200,1100,24,Bon,0,6,Épargne,1
GH002971,Volta,35,F,Secondaire,Services,500,1800,24,Bon,0,7,Garant,0
GH002972,Ashanti,20,M,Primaire,Services,5780,1000,12,Bon,0,7,Épargne,0
GH002973,Volta,64,F,Aucun,Commerce,550,2900,12,Mauvais,0,0,Bien immobilier,0
GH002974,Greater Accra,40,M,Primaire,Transport,1610,1000,12,Premier,0,2,Aucune,0
GH002975,Central,49,M,Superieur,Restauration,2110,2200,24,Moyen,0,1,Garant,0
GH002976,Northern,32,F,Superieur,Commerce,790,1700,12,Moyen,1,4,Épargne,0
GH002977,Northern,53,M,Primaire,Transport,340,2200,12,Bon,1,0,Garant,0
GH002978,Central,23,M,Secondaire,Transport,200,1200,18,Excellent,0,2,Épargne,0
GH002979,Central,47,F,Aucun,Restauration,1150,1300,24,Moyen,0,1,Garant,0
GH002980,Greater Accra,57,M,Secondaire,Pêche,350,2000,6,Excellent,0,4,Garant,0
GH002981,Western,50,F,Primaire,Artisanat,770,2200,24,Excellent,1,1,Garant,0
GH002982,Western,46,M,Aucun,Artisanat,240,1800,18,Moyen,1,3,Épargne,0
GH002983,Central,24,M,Secondaire,Agriculture,540,8400,12,Moyen,0,7,Épargne,0
GH002984,Eastern,44,M,Primaire,Pêche,680,700,18,Bon,1,4,Garant,0
GH002985,Northern,22,F,Aucun,Commerce,820,1700,18,Moyen,0,2,Garant,1
GH002986,Ashanti,52,F,Secondaire,Services,270,500,6,Premier,0,0,Garant,0
GH002987,Central,23,F,Secondaire,Artisanat,1730,2500,12,Bon,1,2,Épargne,0
GH002988,Northern,44,F,Secondaire,Transport,410,700,18,Moyen,0,5,Garant,0
GH002989,Ashanti,39,M,Superieur,Restauration,200,1400,12,Bon,1,2,Garant,0
GH002990,Volta,53,F,Primaire,Transport,610,1300,12,Premier,1,2,Garant,0
GH002991,Ashanti,45,M,Aucun,Restauration,680,2300,6,Bon,1,4,Garant,0
GH002992,Central,24,M,Aucun,Commerce,760,1100,12,Mauvais,0,4,Aucune,0
GH002993,Western,54,F,Primaire,Commerce,1980,1100,12,Premier,0,3,Bien immobilier,0
GH002994,Eastern,47,M,Aucun,Pêche,550,6600,12,Moyen,0,5,Épargne,0
GH002995,Northern,48,F,Secondaire,Commerce,600,2300,6,Mauvais,0,7,Garant,0
GH002996,Central,28,M,Aucun,Commerce,280,1100,12,Bon,1,1,Épargne,0
GH002997,Ashanti,57,F,Primaire,Commerce,1280,1400,12,Premier,1,7,Aucune,0
GH002998,Northern,25,M,Primaire,Services,770,7900,18,Moyen,0,5,Bien immobilier,1
GH002999,Greater Accra,38,F,Primaire,Artisanat,480,1500,18,Bon,1,6,Épargne,0
GH003000,Volta,63,M,Secondaire,Pêche,200,1000,6,Excellent,1,2,Aucune,0
GH003001,Greater Accra,30,F,Primaire,Services,2110,1000,36,Bon,1,7,Bien immobilier,0
GH003002,Northern,21,F,Primaire,Services,250,1100,18,Mauvais,1,3,Épargne,0
GH003003,Northern,63,F,Superieur,Commerce,410,1100,18,Mauvais,0,3,Épargne,0
GH003004,Ashanti,63,F,Secondaire,Services,890,600,12,Mauvais,0,4,Garant,0
GH003005,Central,28,F,Secondaire,Commerce,260,700,12,Excellent,1,1,Épargne,0
GH003006,Western,40,F,Secondaire,Transport,200,900,36,Bon,1,3,Bien immobilier,0
GH003007,Central,43,F,Secondaire,Transport,200,3100,6,Moyen,0,0,Aucune,0
GH003008,Eastern,53,M,Aucun,Services,1180,1300,18,Moyen,0,3,Épargne,0
GH003009,Northern,41,F,Aucun,Restauration,430,1500,12,Bon,0,4,Garant,0
GH003010,Greater Accra,22,F,Secondaire,Artisanat,6920,5700,24,Moyen,0,7,Épargne,0
GH003011,Ashanti,31,F,Primaire,Commerce,300,5800,12,Bon,1,2,Bien immobilier,0
GH003012,Western,47,M,Aucun,Artisanat,320,1400,12,Bon,0,4,Garant,0
GH003013,Volta,49,F,Primaire,Pêche,420,1000,18,Moyen,1,6,Bien immobilier,0
GH003014,Central,45,M,Aucun,Pêche,810,800,6,Moyen,1,4,Épargne,0
GH003015,Eastern,40,F,Superieur,Transport,460,3400,6,Excellent,1,1,Garant,0
GH003016,Central,47,M,Primaire,Agriculture,1090,1500,12,Mauvais,0,5,Garant,0
GH003017,Volta,45,F,Aucun,Services,300,1300,6,Excellent,1,0,Garant,0
GH003018,Eastern,52,F,Secondaire,Services,220,900,6,Moyen,1,7,Bien immobilier,0
GH003019,Central,40,M,Secondaire,Restauration,200,900,18,Excellent,0,0,Garant,0
GH003020,Western,54,F,Secondaire,Agriculture,200,2400,18,Moyen,0,5,Bien immobilier,0
GH003021,Western,53,M,Primaire,Artisanat,440,600,36,Mauvais,1,1,Garant,0
GH003022,Ashanti,60,F,Primaire,Restauration,520,4400,12,Excellent,1,6,Garant,0
GH003023,Western,37,F,Secondaire,Transport,400,1100,12,Premier,1,1,Garant,0
GH003024,Eastern,30,M,Primaire,Commerce,1800,1600,24,Excellent,1,3,Épargne,0
GH003025,Ashanti,42,F,Primaire,Transport,1780,500,24,Excellent,1,6,Épargne,0
GH003026,Volta,41,F,Superieur,Transport,510,1800,18,Mauvais,0,5,Garant,0
GH003027,Western,36,M,Primaire,Restauration,200,1300,12,Moyen,0,0,Aucune,0
GH003028,Greater Accra,24,F,Primaire,Restauration,420,1700,24,Excellent,0,4,Épargne,0
GH003029,Volta,63,F,Primaire,Pêche,410,6800,12,Premier,0,5,Garant,1
GH003030,Eastern,30,M,Aucun,Agriculture,390,2100,6,Moyen,0,3,Bien immobilier,0
GH003031,Volta,49,M,Primaire,Pêche,380,900,18,Excellent,0,0,Épargne,0
GH003032,Volta,34,F,Aucun,Pêche,390,1000,18,Mauvais,1,6,Aucune,0
GH003033,Ashanti,46,M,Primaire,Agriculture,490,3100,12,Bon,0,7,Aucune,0
GH003034,Eastern,54,M,Primaire,Pêche,400,5800,18,Bon,1,6,Épargne,0
GH003035,Ashanti,52,M,Aucun,Restauration,790,2300,18,Mauvais,1,6,Bien immobilier,0
GH003036,Eastern,39,F,Secondaire,Artisanat,890,3400,24,Moyen,1,5,Bien immobilier,0
GH003037,Greater Accra,35,F,Secondaire,Commerce,320,3100,12,Moyen,1,2,Épargne,0
GH003038,Volta,53,M,Primaire,Services,1840,6500,6,Mauvais,0,4,Bien immobilier,0
GH003039,Western,21,F,Superieur,Commerce,300,500,12,Mauvais,1,7,Épargne,0
GH003040,Central,54,F,Secondaire,Services,200,3300,24,Excellent,0,6,Bien immobilier,0
GH003041,Volta,59,F,Secondaire,Services,900,4400,12,Mauvais,1,5,Épargne,0
GH003042,Central,47,F,Primaire,Pêche,350,500,12,Bon,1,6,Aucune,0
GH003043,Central,58,F,Secondaire,Agriculture,860,800,12,Bon,0,4,Épargne,0
GH003044,Volta,25,M,Superieur,Restauration,200,800,6,Premier,1,3,Bien immobilier,0
GH003045,Ashanti,28,M,Primaire,Pêche,2030,900,24,Moyen,1,0,Garant,0
GH003046,Western,39,F,Secondaire,Restauration,1140,1200,6,Bon,1,1,Aucune,0
GH003047,Volta,20,F,Secondaire,Restauration,200,2200,18,Moyen,0,2,Épargne,1
GH003048,Northern,27,F,Primaire,Services,200,3900,12,Bon,1,4,Garant,0
GH003049,Ashanti,42,M,Primaire,Services,2530,4800,12,Excellent,0,1,Aucune,0
GH003050,Volta,22,F,Aucun,Transport,370,900,24,Mauvais,0,1,Épargne,0
GH003051,Volta,23,F,Primaire,Services,340,800,18,Mauvais,1,1,Garant,0
GH003052,Ashanti,44,F,Aucun,Commerce,200,5900,18,Moyen,1,1,Épargne,0
GH003053,Volta,57,F,Secondaire,Artisanat,500,3200,18,Bon,0,3,Aucune,0
GH003054,Ashanti,34,M,Secondaire,Artisanat,550,1900,12,Excellent,0,5,Garant,1
GH003055,Volta,40,F,Superieur,Agriculture,1180,2800,18,Mauvais,1,5,Aucune,0
GH003056,Northern,54,F,Secondaire,Artisanat,220,1800,12,Bon,0,4,Garant,1
GH003057,Volta,33,F,Primaire,Pêche,200,2900,24,Excellent,0,6,Garant,0
GH003058,Ashanti,55,M,Aucun,Commerce,950,1300,18,Premier,0,1,Épargne,0
GH003059,Western,31,F,Superieur,Commerce,1490,2300,12,Mauvais,1,6,Aucune,0
GH003060,Volta,36,M,Primaire,Restauration,200,500,24,Moyen,1,7,Garant,0
GH003061,Central,58,M,Secondaire,Pêche,1580,1000,18,Excellent,1,1,Bien immobilier,0
GH003062,Eastern,28,M,Aucun,Pêche,690,1000,12,Excellent,0,0,Bien immobilier,0
GH003063,Ashanti,54,M,Primaire,Restauration,1590,1300,6,Bon,1,4,Garant,0
GH003064,Volta,32,F,Primaire,Transport,630,800,24,Moyen,1,6,Bien immobilier,0
GH003065,Western,34,M,Aucun,Transport,200,1100,36,Moyen,0,7,Garant,0
GH003066,Greater Accra,37,F,Secondaire,Restauration,590,500,18,Moyen,0,7,Épargne,0
GH003067,Eastern,52,M,Secondaire,Commerce,1550,3000,12,Bon,1,5,Garant,0
GH003068,Ashanti,25,M,Primaire,Services,330,1700,12,Moyen,0,2,Bien immobilier,0
GH003069,Ashanti,46,F,Secondaire,Pêche,490,500,12,Mauvais,1,1,Épargne,0
GH003070,Volta,42,M,Primaire,Artisanat,580,900,18,Moyen,0,3,Épargne,0
GH003071,Eastern,46,M,Aucun,Artisanat,200,2400,6,Premier,1,5,Garant,0
GH003072,Eastern,53,M,Superieur,Services,2530,1100,24,Mauvais,0,1,Bien immobilier,0
