region,village,superficie_ha,rendement_tonne_ha,type_semence,engrais_npk_kg,acces_irrigation,pluviometrie_mm,type_sol,annee,prix_vente_fcfa
Kara,Dévé,0.62,3.89,Hybride,114.0,0,955.0,Ferrugineux,2020,346100.0
Maritime,Akplogan,4.23,2.18,Traditionnelle,151.0,0,872.0,Vertisol,2022,188300.0
Maritime,Tohoun,2.61,2.61,Hybride,73.0,1,843.0,Ferralitique,2019,272100.0
Savanes,Mango,4.08,2.38,Hybride,105.0,1,981.0,Hydromorphe,2019,246000.0
Kara,Dévé,0.91,3.22,Améliorée,0.0,0,810.0,Hydromorphe,2023,336200.0
Kara,Tohoun,2.62,3.4,Hybride,122.0,1,819.0,Ferrugineux,2022,400500.0
Kara,Bassar,1.23,3.0,Améliorée,0.0,0,943.0,Ferralitique,2021,285700.0
Centrale,Akplogan,1.15,3.1,Améliorée,0.0,0,668.0,Vertisol,2022,310400.0
Savanes,Tohoun,0.53,1.55,Améliorée,64.0,1,874.0,Vertisol,2019,129100.0
Kara,Tohoun,0.85,2.04,Traditionnelle,0.0,1,1097.0,Ferralitique,2019,246300.0
Centrale,Mango,1.43,1.93,OPV,0.0,1,506.0,Ferrugineux,2022,175600.0
Plateaux,Tohoun,0.81,2.58,Traditionnelle,107.0,0,796.0,Hydromorphe,2022,235700.0
Plateaux,Mango,11.15,2.24,OPV,154.0,0,1229.0,Hydromorphe,2019,203900.0
Centrale,Akplogan,1.42,1.99,OPV,0.0,0,817.0,Vertisol,2021,173400.0
Centrale,Akplogan,0.85,2.5,Améliorée,0.0,0,998.0,Vertisol,2023,215900.0
Savanes,Bassar,1.05,2.81,Hybride,0.0,1,901.0,Vertisol,2023,249500.0
Savanes,Mango,2.72,2.45,Améliorée,151.0,0,1121.0,Hydromorphe,2022,192500.0
Plateaux,Mango,0.67,3.41,Hybride,0.0,0,1126.0,Vertisol,2023,291500.0
Kara,Dévé,5.46,2.3,OPV,182.0,0,648.0,Hydromorphe,2019,271900.0
Plateaux,Dévé,8.64,2.62,Améliorée,0.0,0,1057.0,Hydromorphe,2019,272200.0
Kara,Bassar,1.21,2.9,Hybride,0.0,0,863.0,Ferrugineux,2022,307700.0
Kara,Akplogan,2.0,2.12,Traditionnelle,106.0,0,915.0,Ferrugineux,2022,231300.0
Savanes,Tsévié,0.56,2.32,Hybride,0.0,1,769.0,Ferrugineux,2022,271700.0
Maritime,Dévé,3.06,3.4,Améliorée,,0,1001.0,Vertisol,2021,250800.0
Maritime,Tohoun,1.84,2.29,Traditionnelle,0.0,1,1164.0,Hydromorphe,2023,183700.0
Centrale,Akplogan,1.29,2.35,Hybride,136.0,0,767.0,Vertisol,2022,200300.0
Savanes,Tsévié,1.08,2.04,Hybride,55.0,0,660.0,Hydromorphe,2020,181900.0
Kara,Tohoun,3.15,3.3,Hybride,0.0,0,831.0,Ferrugineux,2020,301500.0
Maritime,Mango,1.85,3.33,Hybride,0.0,1,905.0,Ferrugineux,2019,298200.0
Kara,Akplogan,1.0,2.94,Hybride,0.0,0,943.0,Vertisol,2023,287400.0
Maritime,Bassar,3.42,1.51,Traditionnelle,153.0,0,1266.0,Hydromorphe,2022,143700.0
Maritime,Mango,2.58,2.83,OPV,154.0,0,1451.0,Vertisol,2020,244200.0
Maritime,Mango,5.39,2.28,Traditionnelle,,0,1110.0,Ferralitique,2023,156900.0
Savanes,Tohoun,0.81,1.14,Traditionnelle,75.0,1,959.0,Vertisol,2019,94700.0
Plateaux,Mango,4.35,2.47,Traditionnelle,0.0,0,806.0,Ferrugineux,2021,218400.0
Kara,Dévé,3.3,1.95,OPV,0.0,0,865.0,Hydromorphe,2023,179000.0
Savanes,Akplogan,0.81,2.27,Améliorée,0.0,0,1091.0,Hydromorphe,2023,184800.0
Savanes,Dévé,3.47,1.95,OPV,0.0,0,891.0,Vertisol,2021,173400.0
Savanes,Tohoun,1.96,1.96,Traditionnelle,0.0,0,991.0,Ferrugineux,2023,159400.0
Savanes,Tsévié,7.75,1.8,Hybride,141.0,0,843.0,Ferralitique,2019,167900.0
Savanes,Tohoun,0.88,2.13,Hybride,115.0,0,715.0,Vertisol,2019,174600.0
Centrale,Akplogan,3.07,1.48,Traditionnelle,118.0,0,878.0,Hydromorphe,2021,125700.0
Kara,Mango,1.7,3.35,Hybride,0.0,0,956.0,Ferrugineux,2022,266000.0
Savanes,Bassar,8.36,1.2,Traditionnelle,213.0,1,782.0,Hydromorphe,2020,111900.0
Kara,Tohoun,1.5,3.16,Hybride,63.0,0,858.0,Hydromorphe,2022,266900.0
Centrale,Akplogan,8.69,2.01,OPV,115.0,0,731.0,Hydromorphe,2023,212300.0
Centrale,Bassar,6.29,2.46,Améliorée,0.0,1,1101.0,Hydromorphe,2020,246000.0
Kara,Mango,1.29,3.08,Améliorée,0.0,0,847.0,Ferralitique,2021,289900.0
Maritime,Tsévié,4.57,2.31,OPV,0.0,0,1089.0,Ferrugineux,2021,197000.0
Plateaux,Tohoun,14.07,2.66,OPV,0.0,0,1400.0,Vertisol,2020,264600.0
Maritime,Tsévié,1.23,1.37,Traditionnelle,145.0,0,1100.0,Ferrugineux,2019,141000.0
Maritime,Akplogan,1.94,1.8,Traditionnelle,0.0,1,1044.0,Ferrugineux,2020,174100.0
Maritime,Tsévié,2.34,2.14,Traditionnelle,0.0,0,1048.0,Ferrugineux,2023,245000.0
Savanes,Tsévié,1.37,2.89,Hybride,128.0,0,635.0,Vertisol,2019,290100.0
Centrale,Akplogan,0.54,1.43,Traditionnelle,136.0,0,653.0,Ferrugineux,2021,151100.0
Maritime,Akplogan,1.12,2.71,OPV,176.0,0,834.0,Vertisol,2020,261500.0
Centrale,Tohoun,1.33,2.78,Améliorée,85.0,1,921.0,Vertisol,2022,287000.0
Kara,Tsévié,1.97,3.36,Hybride,0.0,0,970.0,Ferralitique,2022,287200.0
Plateaux,Bassar,0.97,3.05,Traditionnelle,0.0,0,1183.0,Hydromorphe,2023,272800.0
Kara,Akplogan,5.66,3.39,Hybride,0.0,0,684.0,Vertisol,2022,336200.0
Kara,Mango,3.55,3.11,Hybride,106.0,0,1060.0,Hydromorphe,2020,308100.0
Savanes,Tsévié,0.72,1.45,Traditionnelle,164.0,0,952.0,Ferrugineux,2020,147000.0
Plateaux,Akplogan,3.13,3.99,Hybride,0.0,0,966.0,Hydromorphe,2022,431700.0
Kara,Bassar,3.15,3.02,Améliorée,145.0,0,1002.0,Hydromorphe,2020,235400.0
Kara,Tohoun,8.32,2.55,OPV,0.0,0,1194.0,Hydromorphe,2023,212300.0
Plateaux,Tsévié,0.51,2.12,OPV,140.0,1,1263.0,Ferrugineux,2019,207700.0
Plateaux,Akplogan,1.21,3.34,Améliorée,0.0,0,1023.0,Ferrugineux,2023,288400.0
Kara,Akplogan,7.07,3.18,Hybride,0.0,0,935.0,Vertisol,2023,431000.0
Plateaux,Mango,7.23,2.19,Traditionnelle,127.0,1,1461.0,Vertisol,2020,221200.0
Kara,Mango,3.69,3.22,Hybride,131.0,0,522.0,Ferralitique,2019,303000.0
Kara,Tsévié,4.13,2.56,Améliorée,132.0,1,,Ferrugineux,2020,227000.0
Savanes,Akplogan,0.74,2.3,Hybride,0.0,1,879.0,Ferralitique,2021,205000.0
Maritime,Tsévié,2.3,2.29,OPV,0.0,0,1152.0,Ferrugineux,2020,217900.0
Kara,Akplogan,1.16,3.25,Hybride,0.0,0,782.0,Hydromorphe,2020,312800.0
Centrale,Mango,1.0,1.59,Améliorée,156.0,0,891.0,Ferralitique,2020,142700.0
Maritime,Bassar,4.66,1.98,OPV,136.0,0,1167.0,Ferralitique,2019,181400.0
Maritime,Dévé,0.86,2.9,Hybride,110.0,0,1242.0,Ferralitique,2020,322100.0
Maritime,Dévé,2.08,3.06,Hybride,0.0,0,1001.0,Ferrugineux,2019,341500.0
Savanes,Akplogan,7.47,1.78,OPV,114.0,0,747.0,Vertisol,2022,174900.0
Kara,Mango,1.01,1.53,Traditionnelle,131.0,0,824.0,Ferralitique,2021,120500.0
Savanes,Tohoun,10.04,1.87,OPV,44.0,0,818.0,Vertisol,2019,189300.0
Kara,Tohoun,13.41,1.99,Traditionnelle,0.0,1,577.0,Ferrugineux,2022,226700.0
Savanes,Dévé,2.53,1.53,Améliorée,94.0,0,841.0,Ferralitique,2019,170800.0
Savanes,Bassar,0.97,1.7,Améliorée,128.0,0,1032.0,Ferrugineux,2019,176800.0
Centrale,Dévé,1.45,2.06,OPV,110.0,0,671.0,Vertisol,2021,230500.0
Savanes,Akplogan,1.88,1.83,OPV,179.0,1,1089.0,Vertisol,2023,175500.0
Plateaux,Bassar,1.43,2.74,Améliorée,0.0,1,806.0,Ferralitique,2023,281000.0
Centrale,Tohoun,1.32,1.87,Traditionnelle,89.0,0,768.0,Vertisol,2019,162300.0
Savanes,Mango,9.46,2.37,Améliorée,180.0,1,,Hydromorphe,2020,233200.0
Maritime,Mango,0.92,2.68,OPV,0.0,0,1001.0,Hydromorphe,2022,297300.0
Plateaux,Akplogan,3.8,2.64,Améliorée,0.0,1,1284.0,Ferralitique,2020,231700.0
Plateaux,Dévé,0.5,2.59,OPV,0.0,0,1029.0,Ferrugineux,2020,218900.0
Plateaux,Akplogan,2.77,2.52,OPV,92.0,0,1220.0,Ferrugineux,2019,242200.0
Centrale,Mango,6.69,2.34,Améliorée,0.0,0,914.0,Ferrugineux,2019,215900.0
Savanes,Tohoun,1.35,1.6,Traditionnelle,109.0,0,,Hydromorphe,2019,164500.0
Savanes,Mango,1.01,1.88,Hybride,0.0,1,521.0,Vertisol,2019,168400.0
Maritime,Bassar,3.14,2.94,Améliorée,107.0,0,1175.0,Hydromorphe,2023,340000.0
Maritime,Tsévié,3.62,2.84,Hybride,0.0,1,1120.0,Vertisol,2019,225600.0
Plateaux,Mango,3.41,3.84,Améliorée,0.0,0,963.0,Hydromorphe,2023,422400.0
Maritime,Mango,1.46,3.45,Hybride,144.0,0,1120.0,Ferrugineux,2023,296200.0
Centrale,Tsévié,1.23,1.84,Traditionnelle,104.0,0,768.0,Ferrugineux,2019,134900.0
Savanes,Bassar,8.3,1.57,Traditionnelle,0.0,0,867.0,Ferrugineux,2021,153200.0
Plateaux,Dévé,6.92,3.68,Améliorée,0.0,1,1237.0,Ferralitique,2022,338700.0
Maritime,Mango,2.03,2.39,OPV,0.0,0,1066.0,Ferralitique,2020,195300.0
Centrale,Akplogan,5.18,2.62,Hybride,131.0,0,678.0,Vertisol,2023,196200.0
Centrale,Mango,2.01,2.63,OPV,126.0,0,714.0,Ferralitique,2022,249500.0
Maritime,Akplogan,1.88,2.59,OPV,178.0,0,1298.0,Hydromorphe,2021,275900.0
Savanes,Bassar,0.93,1.63,OPV,158.0,1,1132.0,Hydromorphe,2020,166400.0
Maritime,Mango,1.89,1.75,Traditionnelle,68.0,0,1296.0,Vertisol,2020,167100.0
Plateaux,Bassar,2.43,3.49,Améliorée,0.0,1,1159.0,Vertisol,2023,351700.0
Maritime,Bassar,0.56,2.57,Améliorée,143.0,0,1094.0,Ferrugineux,2019,243200.0
Centrale,Dévé,1.97,1.82,Traditionnelle,117.0,0,1032.0,Ferralitique,2021,141600.0
Maritime,Mango,4.3,2.25,Traditionnelle,0.0,1,915.0,Ferrugineux,2023,175700.0
Savanes,Akplogan,3.35,2.59,Améliorée,0.0,0,1029.0,Ferralitique,2021,239600.0
Kara,Akplogan,3.02,2.6,OPV,0.0,0,,Ferralitique,2019,242100.0
Maritime,Mango,6.51,2.76,Hybride,0.0,0,1448.0,Vertisol,2019,290100.0
Savanes,Tsévié,0.55,2.8,Hybride,151.0,0,776.0,Ferrugineux,2023,291700.0
Savanes,Dévé,2.54,1.79,Hybride,104.0,1,1192.0,Ferrugineux,2019,183100.0
Centrale,Dévé,4.37,2.33,OPV,182.0,0,969.0,Ferralitique,2022,213300.0
Savanes,Dévé,2.45,2.53,Améliorée,88.0,1,990.0,Ferralitique,2020,198200.0
Savanes,Akplogan,1.48,1.61,Traditionnelle,146.0,0,595.0,Vertisol,2023,161400.0
Savanes,Bassar,0.87,1.82,Améliorée,177.0,0,869.0,Hydromorphe,2021,184800.0
Savanes,Tsévié,5.96,1.74,OPV,0.0,0,754.0,Ferrugineux,2022,115200.0
Plateaux,Dévé,2.09,2.19,Traditionnelle,0.0,0,,Ferrugineux,2023,186400.0
Plateaux,Akplogan,5.76,2.28,OPV,165.0,1,,Vertisol,2019,198100.0
Centrale,Akplogan,2.7,2.29,Hybride,0.0,0,527.0,Vertisol,2019,220700.0
Maritime,Bassar,3.3,2.28,Hybride,0.0,0,1107.0,Ferrugineux,2019,194500.0
Savanes,Mango,4.58,1.68,OPV,90.0,1,1102.0,Ferrugineux,2019,159300.0
Maritime,Mango,3.19,2.25,Traditionnelle,158.0,1,913.0,Ferralitique,2021,208100.0
Maritime,Dévé,1.77,1.8,Traditionnelle,0.0,0,1095.0,Hydromorphe,2022,167300.0
Centrale,Dévé,2.3,2.72,Améliorée,73.0,1,963.0,Ferrugineux,2020,235300.0
Savanes,Tsévié,4.56,2.46,Hybride,71.0,0,961.0,Vertisol,2021,215100.0
Savanes,Bassar,1.67,2.39,Améliorée,0.0,0,851.0,Ferralitique,2021,195900.0
Kara,Dévé,1.73,2.5,Améliorée,0.0,0,681.0,Ferralitique,2020,248500.0
Maritime,Bassar,0.75,2.52,OPV,108.0,0,1170.0,Vertisol,2020,257100.0
Maritime,Akplogan,6.65,1.83,OPV,0.0,0,921.0,Vertisol,2019,157100.0
Plateaux,Dévé,0.74,3.39,Améliorée,0.0,0,1318.0,Ferralitique,2021,383400.0
Kara,Akplogan,3.11,3.47,Hybride,35.0,0,875.0,Vertisol,2023,316700.0
Plateaux,Tohoun,1.83,2.81,OPV,103.0,0,1161.0,Ferralitique,2020,318800.0
Plateaux,Bassar,1.8,2.62,Améliorée,0.0,1,1110.0,Vertisol,2020,229100.0
Plateaux,Tohoun,3.35,2.99,Améliorée,0.0,0,1042.0,Ferralitique,2022,211500.0
Centrale,Dévé,0.67,2.77,Améliorée,0.0,0,840.0,Ferrugineux,2023,276600.0
Centrale,Akplogan,2.75,2.31,Améliorée,47.0,0,659.0,Ferrugineux,2023,226100.0
Plateaux,Dévé,4.2,3.12,Améliorée,0.0,0,1126.0,Vertisol,2020,297300.0
Kara,Tohoun,4.9,2.15,Améliorée,155.0,0,863.0,Hydromorphe,2019,188100.0
Maritime,Dévé,0.97,2.74,OPV,170.0,0,1264.0,Ferrugineux,2022,259000.0
Kara,Tsévié,6.19,3.05,Hybride,0.0,0,1189.0,Ferralitique,2023,271100.0
Savanes,Mango,3.17,2.15,Améliorée,87.0,0,896.0,Hydromorphe,2020,196500.0
Centrale,Tohoun,5.84,2.11,Traditionnelle,73.0,0,952.0,Ferralitique,2023,221500.0
Maritime,Dévé,2.16,2.27,OPV,139.0,0,922.0,Ferralitique,2022,221200.0
Maritime,Akplogan,2.45,2.66,OPV,0.0,0,1232.0,Ferrugineux,2022,272000.0
Savanes,Dévé,6.78,2.16,Améliorée,136.0,0,1010.0,Vertisol,2021,198900.0
Savanes,Akplogan,6.25,1.6,OPV,39.0,0,620.0,Vertisol,2020,145600.0
Plateaux,Mango,1.99,2.96,Améliorée,85.0,0,1052.0,Ferralitique,2022,240000.0
Centrale,Dévé,1.3,2.05,Hybride,0.0,0,918.0,Ferrugineux,2021,185800.0
Centrale,Mango,1.75,2.74,Hybride,139.0,0,907.0,Ferralitique,2021,151400.0
Kara,Tohoun,1.73,2.27,OPV,0.0,0,1087.0,Hydromorphe,2023,199300.0
Plateaux,Akplogan,1.35,3.05,OPV,0.0,1,893.0,Ferralitique,2023,287000.0
Plateaux,Tsévié,1.28,2.23,Traditionnelle,133.0,1,1161.0,Ferrugineux,2021,227000.0
Plateaux,Tohoun,5.43,3.23,OPV,123.0,0,1260.0,Ferralitique,2023,296200.0
Plateaux,Akplogan,0.68,2.32,Traditionnelle,147.0,0,1235.0,Ferrugineux,2022,230500.0
Centrale,Mango,3.33,2.3,Hybride,132.0,0,915.0,Vertisol,2019,158400.0
Centrale,Bassar,0.97,2.98,Hybride,122.0,0,708.0,Ferrugineux,2022,281000.0
Plateaux,Dévé,1.56,3.22,Améliorée,0.0,0,1187.0,Hydromorphe,2021,240900.0
Kara,Mango,0.66,3.23,Hybride,123.0,0,1318.0,Ferrugineux,2021,260000.0
Maritime,Akplogan,1.29,2.21,Traditionnelle,0.0,0,761.0,Hydromorphe,2022,205100.0
Maritime,Akplogan,4.16,2.13,OPV,0.0,1,1168.0,Hydromorphe,2023,235100.0
Kara,Akplogan,5.91,3.31,Améliorée,135.0,1,915.0,Ferralitique,2023,328700.0
Plateaux,Akplogan,1.13,2.49,Traditionnelle,173.0,0,1370.0,Hydromorphe,2021,237500.0
Centrale,Dévé,2.06,1.71,OPV,130.0,0,572.0,Ferrugineux,2020,162100.0
Maritime,Tohoun,2.09,2.84,Améliorée,94.0,0,1317.0,Vertisol,2023,245700.0
Savanes,Tsévié,5.67,2.4,Hybride,0.0,0,649.0,Ferrugineux,2022,212600.0
Savanes,Bassar,4.1,1.64,Traditionnelle,0.0,1,1207.0,Vertisol,2023,164200.0
Kara,Dévé,2.3,2.72,OPV,76.0,0,879.0,Hydromorphe,2022,213400.0
Plateaux,Akplogan,3.28,3.55,Améliorée,0.0,0,1400.0,Ferralitique,2021,362300.0
Maritime,Dévé,5.2,3.24,Améliorée,0.0,0,1479.0,Hydromorphe,2023,292700.0
Plateaux,Mango,0.52,3.23,Hybride,70.0,1,1342.0,Hydromorphe,2022,338700.0
Maritime,Tsévié,1.79,2.56,OPV,0.0,1,,Vertisol,2021,273000.0
Kara,Akplogan,6.44,3.39,Hybride,0.0,0,912.0,Ferrugineux,2020,254100.0
Kara,Bassar,3.87,3.39,Hybride,100.0,0,1085.0,Ferralitique,2022,298700.0
Savanes,Akplogan,2.46,2.09,OPV,157.0,0,990.0,Ferralitique,2020,177200.0
Plateaux,Tsévié,2.39,3.25,OPV,148.0,0,1534.0,Ferralitique,2020,238000.0
Savanes,Bassar,1.57,1.99,OPV,119.0,1,914.0,Ferralitique,2019,164200.0
Plateaux,Tsévié,2.34,2.59,Traditionnelle,98.0,0,1523.0,Ferrugineux,2023,322500.0
Savanes,Bassar,3.16,2.25,OPV,66.0,1,936.0,Ferralitique,2022,229700.0
Centrale,Tohoun,1.85,2.31,Améliorée,176.0,0,715.0,Vertisol,2020,272800.0
Centrale,Tohoun,3.63,2.41,Hybride,0.0,1,908.0,Vertisol,2019,252600.0
Centrale,Dévé,5.44,1.65,Traditionnelle,0.0,0,707.0,Ferralitique,2021,142500.0
Centrale,Dévé,0.92,2.68,OPV,148.0,1,915.0,Ferralitique,2022,242100.0
Maritime,Bassar,2.0,1.64,Traditionnelle,117.0,0,917.0,Ferrugineux,2020,167800.0
Centrale,Akplogan,1.81,2.76,OPV,108.0,0,1357.0,Ferrugineux,2023,277100.0
Kara,Mango,3.41,2.05,Traditionnelle,137.0,1,893.0,Ferralitique,2019,180500.0
Kara,Mango,1.22,2.57,Hybride,90.0,0,647.0,Ferrugineux,2020,197800.0
Maritime,Akplogan,3.06,3.35,Hybride,106.0,0,900.0,Hydromorphe,2023,450500.0
Centrale,Akplogan,5.75,1.64,Améliorée,,1,993.0,Ferralitique,2020,152800.0
Centrale,Tohoun,1.85,2.67,Améliorée,0.0,0,1201.0,Ferrugineux,2022,243400.0
Centrale,Mango,6.55,2.47,OPV,146.0,0,794.0,Vertisol,2022,238400.0
Savanes,Bassar,12.96,2.24,Hybride,0.0,0,615.0,Ferralitique,2022,206000.0
Plateaux,Tsévié,0.78,2.14,Traditionnelle,89.0,1,1188.0,Ferralitique,2019,206200.0
Savanes,Dévé,1.16,2.2,Traditionnelle,53.0,0,651.0,Vertisol,2022,242600.0
Plateaux,Tsévié,8.01,2.37,Traditionnelle,39.0,0,1245.0,Vertisol,2023,221400.0
Centrale,Tohoun,8.44,1.95,Améliorée,113.0,0,854.0,Ferrugineux,2020,158100.0
Centrale,Mango,0.76,2.2,Traditionnelle,93.0,0,887.0,Vertisol,2021,205200.0
Savanes,Akplogan,0.54,2.86,Améliorée,0.0,0,1024.0,Hydromorphe,2023,255500.0
Savanes,Mango,0.94,2.27,Améliorée,0.0,0,777.0,Ferralitique,2023,254300.0
Plateaux,Bassar,14.31,3.2,OPV,55.0,0,1392.0,Hydromorphe,2022,349100.0
Kara,Tohoun,1.0,2.3,Traditionnelle,47.0,0,897.0,Ferrugineux,2019,221700.0
Plateaux,Akplogan,2.25,1.98,Traditionnelle,131.0,0,964.0,Vertisol,2020,157900.0
Savanes,Tsévié,5.22,1.95,Hybride,0.0,0,918.0,Ferralitique,2019,156900.0
Savanes,Bassar,0.55,2.13,OPV,102.0,0,978.0,Vertisol,2020,203000.0
Maritime,Tsévié,2.82,3.34,Hybride,53.0,0,1506.0,Vertisol,2020,330800.0
Savanes,Dévé,1.31,1.85,OPV,138.0,0,971.0,Ferrugineux,2019,167300.0
Maritime,Tohoun,5.46,1.9,Traditionnelle,170.0,0,1352.0,Ferrugineux,2023,169200.0
Kara,Bassar,1.33,3.29,Améliorée,131.0,0,615.0,Ferrugineux,2020,289100.0
Plateaux,Bassar,3.4,2.68,Améliorée,86.0,0,1278.0,Ferrugineux,2019,253400.0
Plateaux,Tsévié,3.3,2.88,Améliorée,121.0,0,1450.0,Ferralitique,2020,191000.0
Maritime,Akplogan,1.13,2.78,Améliorée,65.0,0,933.0,Hydromorphe,2021,227000.0
Plateaux,Dévé,0.59,3.87,Améliorée,0.0,0,1130.0,Hydromorphe,2023,338400.0
Savanes,Tsévié,1.82,2.67,Hybride,123.0,0,781.0,Ferralitique,2022,292500.0
Centrale,Bassar,1.35,2.14,OPV,,1,797.0,Vertisol,2020,182400.0
Maritime,Tohoun,4.64,2.12,Traditionnelle,0.0,0,1446.0,Ferralitique,2021,205900.0
Plateaux,Bassar,4.53,3.64,Hybride,138.0,0,1081.0,Hydromorphe,2022,355300.0
Maritime,Mango,2.03,2.65,OPV,0.0,0,722.0,Hydromorphe,2022,293200.0
Maritime,Tohoun,2.83,1.79,Améliorée,108.0,0,1118.0,Ferralitique,2020,197500.0
Centrale,Tohoun,2.82,1.83,OPV,71.0,0,,Ferrugineux,2019,172700.0
Savanes,Bassar,4.89,1.84,OPV,142.0,0,878.0,Vertisol,2020,164000.0
Maritime,Akplogan,1.88,2.33,Améliorée,94.0,1,1286.0,Ferralitique,2021,202600.0
Plateaux,Tohoun,1.31,3.38,Améliorée,0.0,0,1144.0,Hydromorphe,2022,311000.0
Kara,Mango,1.27,2.63,Améliorée,105.0,0,959.0,Ferrugineux,2020,236300.0
Maritime,Tsévié,2.42,2.33,Traditionnelle,0.0,0,1303.0,Vertisol,2019,236500.0
Maritime,Akplogan,1.99,3.02,Améliorée,104.0,0,1033.0,Hydromorphe,2020,302500.0
Centrale,Akplogan,1.95,1.78,Traditionnelle,189.0,0,993.0,Vertisol,2023,181800.0
Savanes,Akplogan,0.74,1.84,Améliorée,0.0,0,805.0,Ferrugineux,2019,203100.0
Kara,Tohoun,3.67,2.07,Traditionnelle,133.0,0,744.0,Hydromorphe,2021,242700.0
Plateaux,Akplogan,1.1,2.76,OPV,114.0,0,1078.0,Ferrugineux,2022,266600.0
Kara,Bassar,1.05,3.05,Hybride,117.0,1,925.0,Ferralitique,2020,330100.0
Plateaux,Akplogan,1.83,2.29,OPV,109.0,0,1152.0,Ferralitique,2019,208100.0
Savanes,Mango,1.15,1.68,OPV,0.0,0,867.0,Vertisol,2023,183100.0
Plateaux,Dévé,2.69,3.02,Améliorée,141.0,0,1237.0,Ferrugineux,2019,325600.0
Centrale,Mango,1.66,2.11,Traditionnelle,82.0,0,949.0,Ferrugineux,2023,225900.0
Centrale,Tohoun,1.99,2.4,Hybride,76.0,1,527.0,Vertisol,2021,230600.0
Centrale,Akplogan,2.43,2.75,Améliorée,0.0,0,883.0,Vertisol,2022,239400.0
Centrale,Akplogan,1.07,2.19,Améliorée,201.0,0,,Vertisol,2021,171100.0
Kara,Bassar,0.92,2.77,Améliorée,0.0,0,1043.0,Ferralitique,2020,261700.0
Savanes,Tsévié,5.81,1.93,OPV,0.0,0,1075.0,Vertisol,2019,218400.0
Plateaux,Akplogan,1.92,2.51,Traditionnelle,77.0,0,1262.0,Ferralitique,2023,229100.0
Plateaux,Mango,1.83,2.66,Traditionnelle,144.0,0,822.0,Vertisol,2023,277400.0
Centrale,Tohoun,0.59,2.25,Hybride,115.0,1,762.0,Ferrugineux,2019,236000.0
Centrale,Dévé,2.22,1.54,Traditionnelle,128.0,1,697.0,Ferrugineux,2019,141200.0
Maritime,Akplogan,2.52,1.83,Traditionnelle,80.0,0,1121.0,Vertisol,2020,202600.0
Savanes,Dévé,2.55,1.86,Améliorée,0.0,0,671.0,Vertisol,2021,111500.0
Kara,Akplogan,3.57,3.02,Améliorée,103.0,0,825.0,Ferralitique,2023,243000.0
Plateaux,Tohoun,0.99,2.18,OPV,0.0,0,1217.0,Hydromorphe,2020,183300.0
Maritime,Tsévié,1.23,2.53,Améliorée,149.0,0,1271.0,Ferralitique,2021,215100.0
Maritime,Mango,4.66,2.47,Améliorée,0.0,0,1238.0,Ferrugineux,2020,244200.0
Plateaux,Tohoun,7.85,3.33,Améliorée,0.0,0,1301.0,Vertisol,2023,327500.0
Kara,Dévé,0.87,2.49,Améliorée,147.0,0,566.0,Ferrugineux,2019,248600.0
Maritime,Akplogan,2.22,2.14,OPV,0.0,1,1314.0,Hydromorphe,2019,218800.0
Maritime,Dévé,1.1,2.82,Améliorée,0.0,1,990.0,Ferralitique,2021,235500.0
Savanes,Mango,0.65,2.68,Hybride,111.0,0,939.0,Ferrugineux,2022,215200.0
Kara,Tohoun,1.48,2.94,Hybride,0.0,1,820.0,Ferralitique,2021,293300.0
Maritime,Dévé,0.89,2.74,Hybride,0.0,0,1800.0,Vertisol,2022,239900.0
Kara,Dévé,3.59,2.68,Hybride,0.0,0,966.0,Ferrugineux,2020,204100.0
Plateaux,Mango,2.41,2.83,Améliorée,190.0,0,1249.0,Hydromorphe,2020,301900.0
Centrale,Akplogan,0.89,2.77,Hybride,99.0,0,548.0,Ferralitique,2023,310000.0
Maritime,Dévé,0.52,2.56,Améliorée,51.0,1,1311.0,Ferralitique,2022,291400.0
Savanes,Mango,4.63,1.63,OPV,153.0,0,938.0,Hydromorphe,2023,158200.0
Plateaux,Akplogan,0.98,3.01,Hybride,0.0,1,1585.0,Ferrugineux,2019,308900.0
Kara,Tsévié,2.83,2.24,Traditionnelle,135.0,0,1212.0,Ferrugineux,2022,249600.0
Plateaux,Akplogan,1.53,3.64,Hybride,0.0,0,862.0,Ferralitique,2021,318100.0
Maritime,Tsévié,2.7,2.53,Hybride,115.0,0,1106.0,Hydromorphe,2019,274400.0
Kara,Tohoun,1.45,2.44,Améliorée,75.0,0,1000.0,Ferralitique,2019,240000.0
Centrale,Mango,0.73,2.36,Hybride,145.0,0,794.0,Ferralitique,2021,250300.0
Plateaux,Akplogan,1.13,2.09,Traditionnelle,0.0,0,787.0,Vertisol,2019,203300.0
Maritime,Tsévié,1.02,2.54,Améliorée,0.0,0,1206.0,Ferrugineux,2022,280800.0
Savanes,Tsévié,1.9,2.44,Améliorée,79.0,0,1085.0,Ferrugineux,2023,238300.0
Kara,Tohoun,3.18,1.74,OPV,0.0,0,839.0,Vertisol,2019,134600.0
Plateaux,Bassar,1.27,2.79,OPV,105.0,0,1529.0,Ferrugineux,2022,313700.0
Plateaux,Mango,0.53,3.4,Hybride,127.0,0,1272.0,Ferrugineux,2020,284200.0
Centrale,Bassar,2.33,2.26,OPV,120.0,0,840.0,Ferrugineux,2022,249000.0
