id_transaction,date,ville,type_transaction,montant_xof,operateur,genre_client,age_client,zone,statut_compte
TX0001459,2022-12-27,Thiès,Dépôt,37200.0,Wave,F,,Urbain,Actif
TX0003403,2022-06-28,Tambacounda,Retrait,17700.0,Wizall,F,27.0,Urbain,Actif
TX0003958,2022-01-28,Kaolack,Paiement,10000.0,Orange Money,F,55.0,Urbain,Actif
TX0002820,2023-05-22,Saint-Louis,Dépôt,85500.0,Orange Money,F,23.0,Periurbain,Actif
TX0003366,2022-06-27,Saint-Louis,Dépôt,17000.0,Wave,F,63.0,Urbain,Actif
TX0001587,2022-08-10,Diourbel,Transfert,52500.0,Orange Money,M,,Urbain,Actif
TX0003821,2022-07-18,Ziguinchor,Transfert,124100.0,Free Money,F,55.0,Periurbain,Actif
TX0001731,2022-12-08,Tambacounda,Retrait,1774800.0,Orange Money,M,62.0,Urbain,Actif
TX0004862,2022-02-07,Ziguinchor,Retrait,96800.0,Orange Money,M,19.0,Periurbain,Actif
TX0003875,2022-08-18,Thiès,Recharge,20400.0,Free Money,M,25.0,Urbain,Actif
TX0002061,2022-10-08,Thiès,Paiement,31000.0,Free Money,F,55.0,Urbain,Actif
TX0001791,2023-02-08,Tambacounda,Dépôt,47600.0,Wizall,F,64.0,Urbain,Actif
TX0002355,2022-03-07,Tambacounda,Recharge,15400.0,Wave,,34.0,Urbain,Actif
TX0001940,2022-02-02,Kaolack,Transfert,134200.0,Orange Money,F,24.0,Periurbain,Actif
TX0000702,2022-07-04,Dakar,Dépôt,128600.0,Orange Money,M,39.0,Periurbain,Inactif
TX0002442,2023-02-21,Tambacounda,Retrait,101500.0,Orange Money,F,52.0,Periurbain,Actif
TX0002937,2022-11-16,Ziguinchor,Retrait,8500.0,Free Money,F,42.0,Urbain,Actif
TX0000496,2022-11-16,Diourbel,Paiement,39800.0,Orange Money,F,64.0,Periurbain,Actif
TX0000464,2023-06-11,Thiès,Paiement,52100.0,Orange Money,F,56.0,Urbain,Actif
TX0002801,2023-05-12,Diourbel,Retrait,10000.0,Orange Money,F,43.0,Rural,Actif
TX0004423,2023-02-03,Tambacounda,Dépôt,91300.0,Wave,F,39.0,Rural,Actif
TX0000172,2022-10-08,Kaolack,Transfert,423200.0,Wave,M,62.0,Periurbain,Actif
TX0003816,2022-07-16,Tambacounda,Dépôt,11100.0,Orange Money,M,,Rural,Actif
TX0004894,2022-07-31,Ziguinchor,Retrait,31100.0,Free Money,F,44.0,Rural,Actif
TX0002540,2022-12-27,Dakar,Transfert,20700.0,Orange Money,F,64.0,Rural,Actif
TX0003408,2022-05-13,Tambacounda,Dépôt,20000.0,Orange Money,M,44.0,Urbain,Actif
TX0004650,2022-01-30,Kaolack,Retrait,611100.0,Orange Money,,28.0,Periurbain,Actif
TX0002260,2023-02-28,Dakar,Retrait,936900.0,Free Money,M,35.0,Urbain,Actif
TX0002112,2022-04-11,Diourbel,Transfert,90200.0,Free Money,M,47.0,Rural,Actif
TX0000900,2022-04-24,Diourbel,Transfert,136300.0,Orange Money,F,27.0,Periurbain,Actif
TX0001446,2023-01-14,Dakar,Retrait,12100.0,Wave,M,21.0,Urbain,Actif
TX0003729,2022-11-22,Kaolack,Transfert,5300.0,Wave,M,21.0,Urbain,Actif
TX0002697,2022-06-20,Tambacounda,Dépôt,57000.0,Orange Money,M,41.0,Urbain,Actif
TX0003279,2023-03-09,Saint-Louis,Retrait,3900.0,Free Money,F,18.0,Rural,Actif
TX0000741,2022-06-14,Kaolack,Retrait,25900.0,Orange Money,M,34.0,Periurbain,Actif
TX0002293,2022-10-10,Diourbel,Paiement,191600.0,Orange Money,M,19.0,Periurbain,Actif
TX0002452,2022-11-02,Saint-Louis,Transfert,20300.0,Orange Money,M,46.0,Urbain,Actif
TX0002964,2023-04-14,Thiès,Dépôt,14800.0,Wave,F,58.0,Urbain,Actif
TX0004625,2023-01-09,Dakar,Dépôt,112800.0,Free Money,M,55.0,Rural,Actif
TX0001206,2023-01-09,Tambacounda,Dépôt,146700.0,Wave,M,34.0,Urbain,Actif
TX0000509,2023-02-01,Saint-Louis,Transfert,33000.0,Free Money,M,55.0,Periurbain,Actif
TX0004240,2023-01-05,Ziguinchor,Paiement,59700.0,Orange Money,F,23.0,Periurbain,Actif
TX0002732,2022-02-01,Kaolack,Dépôt,184100.0,Wizall,F,27.0,Rural,Actif
TX0002925,2023-05-09,Tambacounda,Retrait,22800.0,Free Money,F,31.0,Urbain,Actif
TX0003460,2022-05-31,Saint-Louis,Retrait,52500.0,Wave,F,18.0,Rural,Actif
TX0001549,2022-12-13,Saint-Louis,Dépôt,204000.0,Orange Money,M,23.0,Urbain,Actif
TX0003413,2022-07-17,Tambacounda,Paiement,168900.0,Wave,F,60.0,Urbain,Actif
TX0002202,2022-08-20,Dakar,Retrait,121600.0,Wizall,F,57.0,Periurbain,Actif
TX0002566,2022-05-08,Diourbel,Paiement,13800.0,Wave,M,24.0,Urbain,Actif
TX0003158,2023-03-28,Diourbel,Dépôt,46000.0,Orange Money,F,46.0,Periurbain,Actif
TX0002044,2023-04-16,Thiès,Dépôt,23000.0,Orange Money,M,56.0,Urbain,Actif
TX0000767,2023-04-25,Dakar,Dépôt,57200.0,Wave,,42.0,Rural,Actif
TX0004971,2023-05-07,Kaolack,Dépôt,84000.0,Orange Money,M,60.0,Urbain,Inactif
TX0003901,2022-07-27,Thiès,Recharge,37300.0,Free Money,M,54.0,Periurbain,Actif
TX0000421,2023-03-08,Ziguinchor,Transfert,251300.0,Wave,M,31.0,Rural,Actif
TX0000123,2022-03-02,Kaolack,Dépôt,28000.0,Orange Money,F,19.0,Rural,Actif
TX0004248,2022-11-16,Tambacounda,Transfert,123600.0,Free Money,F,45.0,Urbain,Actif
TX0004200,2023-04-10,Ziguinchor,Dépôt,10600.0,Wave,M,43.0,Periurbain,Actif
TX0000819,2022-07-03,Tambacounda,Retrait,133600.0,Orange Money,M,23.0,Rural,Actif
TX0001403,2023-02-07,Saint-Louis,Dépôt,446800.0,Orange Money,F,51.0,Urbain,Actif
TX0001382,2023-06-15,Kaolack,Paiement,76000.0,Orange Money,M,22.0,Periurbain,Actif
TX0002148,2022-09-28,Ziguinchor,Paiement,146400.0,Orange Money,M,20.0,Periurbain,Actif
TX0001575,2022-02-22,Kaolack,Retrait,127000.0,Orange Money,M,24.0,Rural,Actif
TX0001638,2023-06-27,Tambacounda,Transfert,585600.0,Orange Money,M,34.0,Urbain,Actif
TX0001795,2022-02-16,DAKAR,Retrait,325900.0,Free Money,M,38.0,Urbain,Actif
TX0004913,2022-04-17,Tambacounda,Retrait,27000.0,Orange Money,F,27.0,Periurbain,Actif
TX0000399,2023-02-17,Thiès,Paiement,75400.0,Free Money,M,,Urbain,Actif
TX0002310,2022-10-05,Saint-Louis,Retrait,1419000.0,Wave,M,38.0,Periurbain,Inactif
TX0000882,2022-01-11,Dakar,Dépôt,55500.0,Wave,F,49.0,Urbain,Actif
TX0003270,2022-05-19,Saint-Louis,Retrait,12700.0,Orange Money,F,43.0,Periurbain,Actif
TX0003026,2023-06-01,Ziguinchor,Paiement,55800.0,Wave,F,19.0,Rural,Inactif
TX0001352,2022-08-28,Thiès,Paiement,292800.0,Orange Money,F,47.0,Urbain,Actif
TX0004095,2022-09-12,Saint-Louis,Recharge,11100.0,Free Money,F,55.0,Urbain,Actif
TX0004643,2022-03-14,Kaolack,Retrait,116800.0,Free Money,M,41.0,Rural,Actif
TX0002130,2022-03-30,Tambacounda,Dépôt,74800.0,Free Money,F,58.0,Rural,Actif
TX0000982,2022-02-28,Thiès,Retrait,102400.0,Orange Money,F,55.0,Urbain,Actif
TX0000456,2022-01-07,Saint-Louis,Transfert,218800.0,Wave,F,50.0,Periurbain,Actif
TX0003683,2022-05-10,Dakar,Retrait,164900.0,Orange Money,M,38.0,Periurbain,Actif
TX0001079,2023-06-04,Tambacounda,Transfert,24800.0,Orange Money,,40.0,Rural,Inactif
TX0001950,2022-02-18,Kaolack,Recharge,11200.0,Orange Money,M,40.0,Periurbain,Actif
TX0004404,2023-06-26,Tambacounda,Transfert,38100.0,Orange Money,M,34.0,Urbain,Actif
TX0000689,2022-04-13,Tambacounda,Retrait,31300.0,Wave,F,,Periurbain,Actif
TX0002429,2023-05-01,Thiès,Dépôt,47800.0,Wave,M,56.0,Periurbain,Actif
TX0000641,2022-06-26,Diourbel,Recharge,153400.0,Orange Money,F,25.0,Urbain,Inactif
TX0002392,2022-08-24,Diourbel,Dépôt,52200.0,Orange Money,M,21.0,Periurbain,Suspendu
TX0001953,2023-02-07,Saint-Louis,Transfert,200400.0,Orange Money,F,36.0,Periurbain,Actif
TX0004006,2022-07-17,Thiès,Dépôt,193100.0,Free Money,M,60.0,Urbain,Actif
TX0002886,2022-10-05,Thiès,Transfert,48700.0,Orange Money,F,23.0,Rural,Actif
TX0003585,2022-06-29,Thiès,Transfert,36900.0,Wizall,F,39.0,Urbain,Actif
TX0002710,2023-02-27,Diourbel,Transfert,24400.0,Wave,M,32.0,Periurbain,Actif
TX0003484,2022-11-16,Dakar,Dépôt,40500.0,Orange Money,M,47.0,Periurbain,Actif
TX0004864,2022-06-21,Kaolack,Transfert,21200.0,Wizall,F,46.0,Periurbain,Actif
TX0004970,2022-09-17,DAKAR,Retrait,45800.0,Free Money,F,21.0,Periurbain,Actif
TX0001884,2022-03-29,Thiès,Dépôt,52500.0,Wave,M,33.0,Urbain,Actif
TX0003614,2022-07-20,Saint-Louis,Paiement,289700.0,Wave,F,24.0,Periurbain,Suspendu
TX0000389,2023-03-18,Thiès,Paiement,15000.0,Free Money,F,63.0,Urbain,Actif
TX0002494,2022-10-07,Diourbel,Retrait,11900.0,Wizall,M,52.0,Urbain,Actif
TX0004760,2022-09-22,Diourbel,Retrait,10600.0,Free Money,M,54.0,Urbain,Actif
TX0003908,2022-11-10,Dakar,Dépôt,661900.0,Orange Money,M,27.0,Rural,Actif
TX0000845,2022-08-15,Dakar,Transfert,27400.0,Orange Money,M,44.0,Urbain,Inactif
TX0000542,2022-05-06,TAMBACOUNDA,Recharge,57500.0,Free Money,F,56.0,Periurbain,Actif
TX0000091,2023-01-26,Ziguinchor,Transfert,2000.0,Wave,M,59.0,Periurbain,Actif
TX0004062,2023-02-23,Tambacounda,Dépôt,277500.0,Wizall,F,40.0,Urbain,Actif
TX0001979,2023-04-06,Tambacounda,Dépôt,72700.0,Orange Money,M,55.0,Rural,Suspendu
TX0004203,2023-06-12,Dakar,Recharge,58100.0,Free Money,M,26.0,Urbain,Inactif
TX0004174,2023-04-23,Saint-Louis,Retrait,17700.0,Orange Money,,55.0,Urbain,Actif
TX0004443,2022-08-07,Kaolack,Transfert,10400.0,Orange Money,M,,Periurbain,Actif
TX0002529,2023-06-30,Ziguinchor,Retrait,41000.0,Orange Money,M,45.0,Periurbain,Actif
TX0001676,2022-02-14,Diourbel,Retrait,95600.0,Free Money,,38.0,Urbain,Inactif
TX0001048,2023-04-21,Thiès,Transfert,4800.0,Orange Money,F,48.0,Periurbain,Actif
TX0001960,2022-03-06,Tambacounda,Recharge,49900.0,Orange Money,M,31.0,Urbain,Actif
TX0002530,2023-01-06,Kaolack,Retrait,69900.0,Wave,,18.0,Periurbain,Actif
TX0003932,2022-12-07,Saint-Louis,Paiement,1774600.0,Orange Money,M,23.0,Urbain,Inactif
TX0000237,2022-01-14,Ziguinchor,Retrait,39700.0,Orange Money,F,52.0,Urbain,Actif
TX0002197,2023-04-18,Ziguinchor,Dépôt,188500.0,Orange Money,F,58.0,Rural,Actif
TX0003914,2023-06-13,TAMBACOUNDA,Retrait,14100.0,Wave,M,57.0,Urbain,Actif
TX0001133,2022-05-01,Kaolack,Retrait,67600.0,Wave,M,28.0,Urbain,Actif
TX0001805,2023-02-28,Kaolack,Dépôt,76300.0,Wave,F,52.0,Periurbain,Actif
TX0004228,2022-09-13,Dakar,Transfert,31200.0,Orange Money,M,38.0,Periurbain,Actif
TX0000163,2022-10-21,Diourbel,Paiement,80200.0,Free Money,M,52.0,Urbain,Actif
TX0004406,2023-06-04,Tambacounda,Transfert,120700.0,Orange Money,F,34.0,Periurbain,Suspendu
TX0004806,2022-02-12,TAMBACOUNDA,Transfert,5700.0,Orange Money,M,25.0,Periurbain,Actif
TX0003491,2022-11-28,Diourbel,Dépôt,19700.0,Wave,F,,Urbain,Actif
TX0003603,2022-06-02,Tambacounda,Paiement,105300.0,Orange Money,F,23.0,Urbain,Actif
TX0004390,2022-04-12,Saint-Louis,Paiement,71700.0,Free Money,F,62.0,Urbain,Actif
TX0003795,2022-12-27,Diourbel,Recharge,111700.0,Free Money,M,63.0,Rural,Actif
TX0002001,2022-05-16,Diourbel,Paiement,9400.0,Wave,F,42.0,Urbain,Actif
TX0001811,2023-02-23,Thiès,Transfert,11800.0,Orange Money,F,58.0,Urbain,Actif
TX0003253,2022-03-06,Saint-Louis,Retrait,85600.0,Wave,F,45.0,Periurbain,Actif
TX0004775,2023-03-29,Diourbel,Transfert,71400.0,Orange Money,F,19.0,Urbain,Actif
TX0001428,2022-12-16,Thiès,Paiement,13500.0,Orange Money,M,58.0,Urbain,Actif
TX0003771,2023-05-09,Thiès,Paiement,89300.0,Orange Money,F,40.0,Periurbain,Inactif
TX0002922,2023-03-23,Kaolack,Paiement,59100.0,Wave,F,63.0,Urbain,Actif
TX0003545,2022-03-26,Saint-Louis,Paiement,104100.0,Orange Money,F,,Urbain,Actif
TX0004553,2023-04-30,Saint-Louis,Dépôt,145700.0,Orange Money,M,50.0,Rural,Actif
TX0004745,2022-01-30,DAKAR,Retrait,313700.0,Orange Money,M,31.0,Urbain,Inactif
TX0002943,2023-01-26,Ziguinchor,Dépôt,22500.0,Wizall,F,53.0,Urbain,Actif
TX0001452,2023-04-21,Thiès,Retrait,11000.0,Wizall,M,56.0,Urbain,Actif
TX0000593,2022-07-09,Kaolack,Retrait,27900.0,Orange Money,F,35.0,Urbain,Actif
TX0002725,2022-06-15,Kaolack,Transfert,46300.0,Wizall,M,28.0,Rural,Actif
TX0000041,2022-09-28,Kaolack,Paiement,15500.0,Free Money,M,29.0,Urbain,Actif
TX0000560,2023-01-21,Saint-Louis,Transfert,9000.0,Orange Money,M,50.0,Urbain,Actif
TX0003066,2022-01-09,Thiès,Transfert,301300.0,Orange Money,F,50.0,Urbain,Actif
TX0003179,2023-01-10,DIOURBEL,Retrait,21800.0,Orange Money,M,43.0,Urbain,Inactif
TX0000243,2022-07-22,Ziguinchor,Retrait,92200.0,Free Money,F,47.0,Periurbain,Actif
TX0001339,2022-01-17,Tambacounda,Retrait,132000.0,Wave,F,25.0,Urbain,Actif
TX0004071,2023-01-06,Saint-Louis,Recharge,56000.0,Orange Money,F,,Urbain,Actif
TX0003094,2022-04-14,Thiès,Dépôt,9100.0,Free Money,M,62.0,Urbain,Actif
TX0003966,2022-06-17,Kaolack,Recharge,151400.0,Wizall,M,51.0,Urbain,Actif
TX0001442,2023-01-03,Saint-Louis,Recharge,164500.0,Orange Money,M,48.0,Periurbain,Actif
TX0000261,2023-06-26,Thiès,Transfert,18700.0,Orange Money,F,27.0,Urbain,Actif
TX0003185,2022-10-20,Tambacounda,Transfert,126700.0,Wave,F,19.0,Periurbain,Actif
TX0001689,2023-02-23,Dakar,Retrait,169000.0,Wizall,F,62.0,Urbain,Actif
TX0001725,2022-02-04,Kaolack,Retrait,141500.0,Free Money,M,27.0,Periurbain,Actif
TX0001203,2022-06-27,Kaolack,Retrait,69400.0,Wave,M,54.0,Periurbain,Actif
TX0000834,2022-09-30,Ziguinchor,Dépôt,58200.0,Wave,M,,Urbain,Inactif
TX0001866,2022-01-24,Dakar,Retrait,1534400.0,Wave,M,32.0,Rural,Actif
TX0002496,2022-11-12,Saint-Louis,Retrait,109800.0,Free Money,M,25.0,Rural,Actif
TX0003961,2022-08-03,Tambacounda,Retrait,14600.0,Wizall,F,39.0,Urbain,Actif
TX0002010,2022-01-19,Kaolack,Paiement,25300.0,Free Money,F,48.0,Periurbain,Actif
TX0002897,2022-06-04,Thiès,Dépôt,43900.0,Wizall,F,29.0,Rural,Actif
TX0000340,2022-09-26,Tambacounda,Dépôt,240700.0,Orange Money,M,33.0,Rural,Suspendu
TX0004420,2022-02-23,Ziguinchor,Transfert,12200.0,Orange Money,M,50.0,Urbain,Suspendu
TX0001601,2022-06-26,Dakar,Recharge,47200.0,Wizall,F,45.0,Periurbain,Actif
TX0002796,2022-02-09,Saint-Louis,Transfert,2000000.0,Orange Money,M,31.0,Periurbain,Actif
TX0003139,2022-02-07,Saint-Louis,Recharge,266200.0,Orange Money,M,40.0,Urbain,Actif
TX0004790,2022-02-28,Dakar,Paiement,85100.0,Free Money,F,28.0,Urbain,Actif
TX0000480,2022-12-11,Kaolack,Retrait,270100.0,Wizall,F,45.0,Rural,Actif
TX0002948,2022-07-21,Diourbel,Paiement,201400.0,Free Money,F,44.0,Urbain,Inactif
TX0004260,2022-03-04,Saint-Louis,Retrait,31300.0,Free Money,M,31.0,Urbain,Inactif
TX0004073,2022-11-26,KAOLACK,Transfert,300700.0,Orange Money,F,25.0,Rural,Actif
TX0003543,2022-07-07,Thiès,Dépôt,28200.0,Orange Money,F,54.0,Rural,Actif
TX0004531,2022-04-19,Thiès,Retrait,29300.0,Free Money,F,59.0,Urbain,Actif
TX0004734,2022-08-24,Saint-Louis,Dépôt,76800.0,Orange Money,M,31.0,Urbain,Inactif
TX0003184,2022-10-09,Thiès,Paiement,61600.0,Orange Money,F,57.0,Rural,Actif
TX0000799,2023-05-20,Kaolack,Paiement,108500.0,Free Money,F,23.0,Periurbain,Actif
TX0001766,2023-02-08,Diourbel,Transfert,23700.0,Wizall,F,22.0,Periurbain,Actif
TX0004566,2022-05-21,Saint-Louis,Paiement,29100.0,Wizall,M,38.0,Urbain,Actif
TX0002453,2022-07-09,Dakar,Dépôt,158100.0,Free Money,M,48.0,Periurbain,Actif
TX0003917,2022-07-09,Diourbel,Paiement,115100.0,Free Money,M,54.0,Rural,Actif
TX0004108,2023-05-03,Diourbel,Dépôt,16400.0,Wave,M,25.0,Urbain,Actif
TX0004137,2022-06-26,Ziguinchor,Dépôt,296900.0,Orange Money,F,39.0,Urbain,Actif
TX0004773,2023-03-24,Thiès,Dépôt,118200.0,Wave,M,20.0,Urbain,Actif
TX0003841,2022-01-18,Kaolack,Dépôt,1367100.0,Wave,M,61.0,Urbain,Actif
TX0001271,2023-04-16,Diourbel,Paiement,96700.0,Free Money,,62.0,Urbain,Actif
TX0003552,2022-11-14,Dakar,Retrait,16800.0,Orange Money,M,60.0,Periurbain,Actif
TX0004594,2022-08-22,Saint-Louis,Transfert,128800.0,Orange Money,F,37.0,Rural,Actif
TX0003235,2022-05-09,Ziguinchor,Paiement,18800.0,Wave,F,20.0,Periurbain,Actif
TX0004278,2022-03-11,Thiès,Dépôt,8200.0,Wave,M,18.0,Periurbain,Actif
TX0000347,2022-01-25,Ziguinchor,Dépôt,123800.0,Wave,F,40.0,Urbain,Actif
TX0004052,2023-03-27,Tambacounda,Dépôt,25600.0,Wave,M,21.0,Urbain,Inactif
TX0004718,2022-08-27,Diourbel,Dépôt,952800.0,Wave,F,24.0,Rural,Inactif
TX0002562,2022-01-28,Tambacounda,Dépôt,215000.0,Orange Money,M,44.0,Urbain,Actif
TX0004683,2022-06-13,Saint-Louis,Dépôt,77100.0,Wave,F,58.0,Urbain,Actif
TX0001423,2022-03-23,Kaolack,Dépôt,9900.0,Wave,M,64.0,Periurbain,Actif
TX0000656,2022-06-05,Dakar,Dépôt,99300.0,Wave,F,33.0,Rural,Actif
TX0002102,2022-03-28,Kaolack,Transfert,68300.0,Orange Money,M,43.0,Urbain,Inactif
TX0000632,2022-10-07,Kaolack,Dépôt,24400.0,Wave,M,45.0,Rural,Inactif
TX0003080,2023-02-07,Saint-Louis,Retrait,30700.0,Wizall,F,56.0,Urbain,Actif
TX0002493,2022-07-31,Tambacounda,Transfert,40500.0,Wizall,F,55.0,Periurbain,Actif
TX0002665,2022-06-11,Tambacounda,Dépôt,75000.0,Wave,F,36.0,Rural,Actif
TX0003361,2022-05-29,Ziguinchor,Transfert,89900.0,Wizall,M,42.0,Rural,Actif
TX0003824,2022-04-25,Ziguinchor,Dépôt,1354000.0,Wizall,F,31.0,Periurbain,Suspendu
TX0004925,2022-05-21,ZIGUINCHOR,Recharge,21700.0,Wave,M,38.0,Urbain,Actif
TX0003396,2023-03-28,Dakar,Transfert,61200.0,Orange Money,M,39.0,Urbain,Actif
TX0003752,2022-06-21,Tambacounda,Retrait,125700.0,Wave,F,45.0,Urbain,Actif
TX0002500,2023-03-29,Dakar,Paiement,11400.0,Free Money,M,25.0,Urbain,Suspendu
TX0001465,2022-01-27,Saint-Louis,Dépôt,238100.0,Wave,M,64.0,Rural,Actif
TX0002957,2023-04-17,Thiès,Paiement,10200.0,Orange Money,M,18.0,Rural,Actif
TX0000115,2023-04-22,Ziguinchor,Recharge,102600.0,Wizall,F,45.0,Urbain,Actif
TX0001821,2022-03-08,Tambacounda,Recharge,11100.0,Orange Money,F,61.0,Rural,Actif
TX0001494,2022-11-27,Saint-Louis,Dépôt,55900.0,Wave,M,,Periurbain,Actif
TX0002401,2022-02-09,Tambacounda,Dépôt,49100.0,Wizall,F,19.0,Rural,Actif
TX0001232,2022-04-27,Tambacounda,Dépôt,115800.0,Orange Money,M,34.0,Periurbain,Actif
TX0002661,2023-04-27,Saint-Louis,Paiement,99300.0,Wave,F,41.0,Urbain,Actif
TX0002817,2022-01-07,Diourbel,Dépôt,72400.0,Wizall,M,39.0,Periurbain,Actif
TX0004936,2023-05-13,Diourbel,Dépôt,118200.0,Wave,M,51.0,Rural,Actif
TX0004666,2022-02-27,Tambacounda,Dépôt,2900.0,Orange Money,F,32.0,Periurbain,Actif
TX0001153,2023-01-08,Thiès,Dépôt,39500.0,Wave,M,49.0,Periurbain,Actif
TX0004017,2023-05-05,Tambacounda,Dépôt,37900.0,Orange Money,F,43.0,Urbain,Actif
TX0000057,2022-04-18,Ziguinchor,Retrait,92300.0,Free Money,M,34.0,Urbain,Actif
TX0003544,2023-04-18,Saint-Louis,Paiement,261600.0,Wizall,M,21.0,Periurbain,Actif
TX0004378,2022-03-21,Thiès,Dépôt,5400.0,Wave,M,64.0,Periurbain,Actif
TX0004131,2022-04-30,Thiès,Dépôt,23100.0,Free Money,F,41.0,Urbain,Actif
TX0001735,2023-04-30,Ziguinchor,Dépôt,300800.0,Orange Money,F,34.0,Rural,Actif
TX0002823,2022-05-02,DIOURBEL,Transfert,98400.0,Orange Money,F,62.0,Periurbain,Actif
TX0002196,2022-09-09,Diourbel,Dépôt,63100.0,Orange Money,M,45.0,Rural,Inactif
TX0003707,2022-06-01,Thiès,Paiement,16800.0,Wave,M,20.0,Periurbain,Inactif
TX0002475,2023-04-21,Thiès,Dépôt,351900.0,Wave,M,43.0,Rural,Actif
TX0002564,2022-08-09,Saint-Louis,Paiement,274400.0,Wave,M,19.0,Urbain,Actif
TX0003303,2022-06-25,Tambacounda,Dépôt,28100.0,Wave,F,62.0,Periurbain,Inactif
TX0002721,2023-03-05,Kaolack,Retrait,2300.0,Orange Money,M,26.0,Periurbain,Actif
TX0002608,2023-01-22,Saint-Louis,Retrait,58700.0,Wave,M,21.0,Urbain,Inactif
TX0003817,2023-03-27,Dakar,Retrait,12600.0,Orange Money,F,37.0,Periurbain,Actif
TX0000707,2023-03-20,Saint-Louis,Transfert,45500.0,Free Money,M,63.0,Periurbain,Suspendu
TX0004370,2022-04-21,Ziguinchor,Retrait,80100.0,Wizall,F,62.0,Urbain,Actif
TX0001093,2022-10-08,Ziguinchor,Dépôt,1059400.0,Wave,M,25.0,Periurbain,Actif
TX0003716,2022-07-05,Saint-Louis,Retrait,149000.0,Orange Money,M,47.0,Urbain,Actif
TX0001376,2022-09-01,Thiès,Dépôt,47500.0,Free Money,F,62.0,Rural,Actif
TX0002118,2022-02-15,SAINT-LOUIS,Paiement,63500.0,Orange Money,M,39.0,Urbain,Actif
TX0000072,2022-01-04,Kaolack,Dépôt,54500.0,Wizall,M,26.0,Periurbain,Actif
TX0001922,2022-12-05,Tambacounda,Transfert,30300.0,Free Money,M,37.0,Rural,Actif
TX0003318,2023-03-17,Thiès,Dépôt,647200.0,Free Money,M,21.0,Urbain,Actif
TX0001764,2022-03-24,Saint-Louis,Retrait,192600.0,Orange Money,M,,Periurbain,Inactif
TX0000743,2022-10-02,Saint-Louis,Dépôt,133000.0,Orange Money,F,39.0,Rural,Actif
TX0004059,2023-06-27,Kaolack,Recharge,32700.0,Wave,F,28.0,Urbain,Actif
TX0001005,2022-12-27,Saint-Louis,Paiement,12100.0,Orange Money,M,44.0,Urbain,Actif
TX0002668,2023-02-09,Kaolack,Dépôt,135700.0,Orange Money,F,59.0,Rural,Actif
TX0001190,2022-02-06,Thiès,Transfert,95900.0,Free Money,M,30.0,Periurbain,Actif
TX0004129,2022-01-01,Diourbel,Retrait,134500.0,Orange Money,F,61.0,Urbain,Actif
TX0002601,2022-01-30,TAMBACOUNDA,Recharge,48400.0,Wave,F,61.0,Periurbain,Actif
TX0001125,2022-10-29,Ziguinchor,Recharge,412100.0,Orange Money,F,20.0,Urbain,Actif
TX0001241,2023-03-01,Diourbel,Dépôt,93100.0,Orange Money,M,38.0,Urbain,Inactif
TX0002974,2022-07-30,Kaolack,Retrait,16200.0,Orange Money,M,47.0,Rural,Actif
TX0004215,2023-03-25,Saint-Louis,Dépôt,17300.0,Free Money,M,39.0,Urbain,Inactif
TX0003592,2022-11-07,Ziguinchor,Paiement,31700.0,Wave,F,62.0,Rural,Actif
TX0000998,2023-06-04,ZIGUINCHOR,Recharge,121100.0,Free Money,F,39.0,Urbain,Actif
TX0003535,2022-03-12,Saint-Louis,Transfert,75700.0,Orange Money,F,42.0,Urbain,Actif
TX0002684,2022-07-04,Tambacounda,Dépôt,93700.0,Wave,,39.0,Urbain,Actif
TX0001577,2022-12-18,Thiès,Dépôt,9900.0,Free Money,M,,Periurbain,Actif
TX0004888,2022-01-14,Diourbel,Dépôt,37800.0,Orange Money,M,23.0,Periurbain,Actif
TX0001826,2022-01-23,Thiès,Paiement,76600.0,Free Money,M,24.0,Periurbain,Actif
TX0003438,2023-05-23,Tambacounda,Retrait,183100.0,Wave,F,23.0,Urbain,Actif
TX0001390,2022-05-10,Saint-Louis,Dépôt,81400.0,Wave,F,32.0,Rural,Actif
TX0003688,2022-02-06,Thiès,Transfert,217000.0,Orange Money,M,24.0,Urbain,Inactif
TX0000440,2022-02-16,Tambacounda,Paiement,26900.0,Wizall,M,28.0,Urbain,Actif
TX0000622,2022-07-22,Dakar,Retrait,154900.0,Wave,M,,Urbain,Inactif
TX0001100,2022-02-01,Ziguinchor,Recharge,48800.0,Orange Money,M,47.0,Urbain,Actif
TX0002637,2023-02-21,Dakar,Recharge,7000.0,Orange Money,F,35.0,Rural,Actif
TX0003197,2023-04-25,DIOURBEL,Dépôt,303700.0,Wizall,M,30.0,Urbain,Actif
TX0000649,2022-09-30,Ziguinchor,Paiement,75800.0,Wave,F,31.0,Rural,Actif
TX0001546,2023-03-17,Diourbel,Recharge,25500.0,Orange Money,F,52.0,Periurbain,Actif
TX0003691,2022-10-15,Saint-Louis,Dépôt,139400.0,Orange Money,F,62.0,Rural,Actif
TX0003714,2023-06-26,Tambacounda,Recharge,371000.0,Orange Money,M,52.0,Periurbain,Actif
TX0003308,2022-07-22,Saint-Louis,Transfert,89600.0,Wave,M,48.0,Urbain,Actif
TX0003331,2023-02-11,Kaolack,Dépôt,45700.0,Free Money,F,59.0,Urbain,Actif
TX0003904,2023-04-07,Thiès,Recharge,20500.0,Wizall,F,19.0,Urbain,Actif
